Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bakeware items included (product.metafields.shopify.bakeware-items-included),Bakeware pieces included (product.metafields.shopify.bakeware-pieces-included),Cleaning instructions (product.metafields.shopify.cleaning-instructions),Color (product.metafields.shopify.color-pattern),Compatible stove top type (product.metafields.shopify.compatible-stove-top-type),Cookware/Bakeware material (product.metafields.shopify.cookware-bakeware-material),Cookware items included (product.metafields.shopify.cookware-items-included),Dinnerware pieces included (product.metafields.shopify.dinnerware-pieces-included),Drinkware material (product.metafields.shopify.drinkware-material),Drinkware pieces included (product.metafields.shopify.drinkware-pieces-included),Features (product.metafields.shopify.features),Food storage material (product.metafields.shopify.food-storage-material),Hardware material (product.metafields.shopify.hardware-material),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
apna-karachi-tray,Apna Karachi Tray,"<main id=""MainContent"" class=""content-for-layout focus-none"" role=""main"" tabindex=""-1"">
<section id=""shopify-section-template--24024098373947__main"" class=""shopify-section section"">
<section class=""product-popup"">
<div class=""product-popup-wrap"">
<div class=""box-keyfeatures showfirst"">
<div class=""mpi-about-product-box"">
<h5>Key Features</h5>
<ul>
<li class=""first"">Size: 6.5x13 inches (Deep) | 9x9 inches (Deep)</li>
<li>Material: Bernatiq or Natural Wood</li>
<li>Landmark Depictions: Immerse yourself in the artistic rendition of Karachi's iconic landmarks. From the Quaid's Mausoleum to the bustling streets of Saddar, each detail captures the essence of the city's diverse and rich cultural heritage.</li>
<li>Multicultural Fusion: The Iconic Karachi Art Tray beautifully blends multicultural elements, showcasing the harmony that defines Karachi. Whether it's the fusion of architectural styles or the representation of various communities, the tray reflects the tapestry of diversity that makes Karachi unique.</li>
<li class=""last"">Functional Artistry: Beyond its aesthetic appeal, this tray serves as a functional piece of art. Use it as a platform to serve traditional Karachi delicacies, snacks, or beverages, turning every meal into a celebration of the city's vibrant identity.</li>
</ul>
</div>
</div>
</div>
</section>
</section>
<section id=""shopify-section-template--24024098373947__1707733094f9ded1c0"" class=""shopify-section section"">
<div class=""page-width""><br></div>
</section>
</main>
<div id=""shopify-section-footer"" class=""shopify-section"">
<section class=""why-powerhouse"">
<ul class=""wph-list"">
<li class=""first"">
<div class=""wph-box""></div>
</li>
</ul>
</section>
</div>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,3,deny,manual,2900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/apna-karachi-tray_1f5bbda2-bcd9-4a95-a0f1-4e6f6941734b.jpg?v=1745736681,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
apna-karachi-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/apna-karachi-tray.jpg?v=1745736681,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apna-karachi-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/apna-karachi-tray1.jpg?v=1745737561,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
funny-art-tray,Funny Art Tray,"<main id=""MainContent"" class=""content-for-layout focus-none"" role=""main"" tabindex=""-1"">
<section id=""shopify-section-template--24024098373947__main"" class=""shopify-section section"">
<section class=""product-popup"">
<div class=""product-popup-wrap"">
<div class=""box-keyfeatures showfirst"">
<div class=""mpi-about-product-box"">
<h5>Key Features</h5>
<ul>
<li class=""first"">Size: 6.5x13 inches</li>
<li>Material: Bernatiq or Natural Wood</li>
<li>Whimsical Designs: The Funny Art Tray features a collection of whimsical and humorous designs that instantly lighten the mood. From witty quotes to quirky illustrations, each element is crafted to evoke joy and laughter.</li>
<li>Unique Gift Option: Looking for a unique and amusing gift? The Funny Art Tray makes for an excellent choice. It's a thoughtful and entertaining present for friends, family, or colleagues who appreciate a good laugh.</li>
<li class=""last"">Playful Quotes and Sayings: The tray features playful quotes and sayings that resonate with a sense of humor. These witty expressions add character and charm to the overall design.</li>
</ul>
</div>
</div>
</div>
</section>
</section>
<section id=""shopify-section-template--24024098373947__1707733094f9ded1c0"" class=""shopify-section section"">
<div class=""page-width""><br></div>
</section>
</main>
<div id=""shopify-section-footer"" class=""shopify-section"">
<section class=""why-powerhouse"">
<ul class=""wph-list"">
<li class=""first"">
<div class=""wph-box""></div>
</li>
</ul>
</section>
</div>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,3,deny,manual,2900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/funny-art-tray.jpg?v=1745735578,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
funny-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/funny-art-tray_3a950c4e-e250-450e-917c-31e791c744ae.jpg?v=1745735578,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapno-ki-biryani-funky-art-tray,Sapno Ki Biryani Funky Art Tray,"<main id=""MainContent"" class=""content-for-layout focus-none"" role=""main"" tabindex=""-1"">
<section id=""shopify-section-template--24024098373947__main"" class=""shopify-section section"">
<section class=""product-popup"">
<div class=""product-popup-wrap"">
<div class=""box-keyfeatures showfirst"">
<div class=""mpi-about-product-box"">
<h5>Key Features</h5>
<ul>
<li class=""first"">Size: 8x14.5 inches | 6.5x15.5 inches</li>
<li>Material: Bernatiq or Natural Wood</li>
<li>Artistic Tapestry: The Sufi Colorful Serving Tray is a visual delight, adorned with a mesmerizing array of colors and patterns inspired by Sufi art. Each detail is a brushstroke that contributes to the overall tapestry, making it a work of art in its own right.</li>
<li>Cultural Fusion: Reflecting the essence of Sufi traditions, the tray embodies a harmonious fusion of colors and patterns. It pays homage to the rich cultural heritage, creating a bridge between the past and the present.</li>
<li>Premium Craftsmanship: Crafted with precision and care, the tray showcases premium craftsmanship. The artisans have poured their skill into every detail, ensuring that each tray is a testament to their dedication to the art.</li>
<li class=""last"">Cultural Expression: Beyond its functional role, the tray is a form of cultural expression. Placing it on your table is a way of infusing your space with the spirit of Sufi art, creating an atmosphere of warmth and cultural appreciation.</li>
</ul>
</div>
</div>
</div>
</section>
</section>
<section id=""shopify-section-template--24024098373947__1707733094f9ded1c0"" class=""shopify-section section"">
<div class=""page-width""><br></div>
</section>
</main>
<div id=""shopify-section-footer"" class=""shopify-section"">
<section class=""why-powerhouse"">
<ul class=""wph-list"">
<li class=""first"">
<div class=""wph-box""><br></div>
</li>
</ul>
</section>
</div>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,3,deny,manual,2900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/sapno-ki-biryani-funky-art-tray.jpg?v=1745735578,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
sapno-ki-biryani-funky-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/sapno-ki-biryani-funky-art-tray_6720e7db-a901-4ef3-a302-0842b258549c.jpg?v=1745735579,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapno-ki-biryani-funky-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/sapno-ki-biryani-funky-art-tray1.jpg?v=1745735578,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapno-ki-biryani-funky-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/sapno-ki-biryani-funky-art-tray2.jpg?v=1745735578,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-pottery-art-tray,Blue Pottery Art Tray,"<main id=""MainContent"" class=""content-for-layout focus-none"" role=""main"" tabindex=""-1"">
<section id=""shopify-section-template--24024098373947__main"" class=""shopify-section section"">
<section class=""product-popup"">
<div class=""product-popup-wrap"">
<div class=""box-keyfeatures showfirst"">
<div class=""mpi-about-product-box"">
<h5>Key Features</h5>
<ul>
<li class=""first"">Size: 8x14.5 inches | 6.5x15.5 inches</li>
<li>Material: Bernatiq or Natural Wood</li>
<li>Artistic Tapestry: The Sufi Colorful Serving Tray is a visual delight, adorned with a mesmerizing array of colors and patterns inspired by Sufi art. Each detail is a brushstroke that contributes to the overall tapestry, making it a work of art in its own right.</li>
<li>Cultural Fusion: Reflecting the essence of Sufi traditions, the tray embodies a harmonious fusion of colors and patterns. It pays homage to the rich cultural heritage, creating a bridge between the past and the present.</li>
<li>Premium Craftsmanship: Crafted with precision and care, the tray showcases premium craftsmanship. The artisans have poured their skill into every detail, ensuring that each tray is a testament to their dedication to the art.</li>
<li class=""last"">Cultural Expression: Beyond its functional role, the tray is a form of cultural expression. Placing it on your table is a way of infusing your space with the spirit of Sufi art, creating an atmosphere of warmth and cultural appreciation.</li>
</ul>
</div>
</div>
</div>
</section>
</section>
<section id=""shopify-section-template--24024098373947__1707733094f9ded1c0"" class=""shopify-section section"">
<div class=""page-width""><br></div>
</section>
</main>
<div id=""shopify-section-footer"" class=""shopify-section"">
<section class=""why-powerhouse"">
<ul class=""wph-list"">
<li class=""first"">
<div class=""wph-box""></div>
</li>
</ul>
</section>
</div>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,3,deny,manual,3200.00,,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/texture-art-serving-tray.jpg?v=1745735578,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
blue-pottery-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/texture-art-serving-tray_d0a3a0f3-bd86-4ef7-812c-05442e816d3a.jpg?v=1745735578,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceramic-tile-art-tray,Ceramic Tile Art Tray,"<main id=""MainContent"" class=""content-for-layout focus-none"" role=""main"" tabindex=""-1"">
<section id=""shopify-section-template--24024098373947__main"" class=""shopify-section section"">
<section class=""product-popup"">
<div class=""product-popup-wrap"">
<div class=""box-keyfeatures showfirst"">
<div class=""mpi-about-product-box"">
<h5>Key Features</h5>
<ul>
<li class=""first"">Size: 6x6 inches (Deep) | 9x9 inches (Deep)</li>
<li>Material: Bernatiq or Natural Wood</li>
<li>Graceful Calligraphy Design: The tray features a graceful and intricate calligraphy design, showcasing the beauty of written art. The carefully crafted calligraphic elements add a touch of sophistication and timeless elegance to your serving collection.</li>
<li>Artistic Craftsmanship: Meticulously crafted with artistic finesse, the tray exemplifies exceptional craftsmanship. The Calligraphy Art Design Tray serves as a tribute to the art of beautiful writing, creating a visual masterpiece that resonates with those who appreciate the intricacies of calligraphy.</li>
<li>Easy to Clean: Cleaning up is effortless with the smooth surface of the round tray. Wiping and cleaning are convenient, allowing you to maintain the pristine condition of the tray for your next gathering.</li>
<li class=""last"">Functional Decor Element: Embrace the dual role of the round tray as a functional serving piece and a decor element. Display it proudly on your coffee table or dining area, infusing a sense of timeless beauty and artistic grace into your living areas.</li>
</ul>
</div>
</div>
</div>
</section>
</section>
<section id=""shopify-section-template--24024098373947__1707733094f9ded1c0"" class=""shopify-section section"">
<div class=""page-width""><br></div>
</section>
</main>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,3,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/ceramic-tile-pattern-art-tray_971618a5-d819-4eca-b745-b4f18b79ae53.jpg?v=1745736489,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
ceramic-tile-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/ceramic-tile-pattern-art-tray.jpg?v=1745736489,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceramic-tile-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/calligraphy-art-tray1_e3bce3fb-6a37-4d07-9629-7b210a3c40b2.jpg?v=1745736489,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceramic-tile-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/12_920ccd99-e7df-4524-b674-f885e7668aca.jpg?v=1745736489,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colorful-floral-art-tray,Colorful Floral Art Tray,"<main id=""MainContent"" class=""content-for-layout focus-none"" role=""main"" tabindex=""-1"">
<section id=""shopify-section-template--24024098373947__main"" class=""shopify-section section"">
<section class=""product-popup"">
<div class=""product-popup-wrap"">
<div class=""box-keyfeatures showfirst"">
<div class=""mpi-about-product-box"">
<h5>Key Features</h5>
<ul>
<li class=""first"">Size: 6x6 inches (Deep) | 9x9 inches (Deep)</li>
<li>Material: Bernatiq or Natural Wood</li>
<li>Graceful Calligraphy Design: The tray features a graceful and intricate calligraphy design, showcasing the beauty of written art. The carefully crafted calligraphic elements add a touch of sophistication and timeless elegance to your serving collection.</li>
<li>Artistic Craftsmanship: Meticulously crafted with artistic finesse, the tray exemplifies exceptional craftsmanship. The Calligraphy Art Design Tray serves as a tribute to the art of beautiful writing, creating a visual masterpiece that resonates with those who appreciate the intricacies of calligraphy.</li>
<li>Easy to Clean: Cleaning up is effortless with the smooth surface of the round tray. Wiping and cleaning are convenient, allowing you to maintain the pristine condition of the tray for your next gathering.</li>
<li class=""last"">Functional Decor Element: Embrace the dual role of the round tray as a functional serving piece and a decor element. Display it proudly on your coffee table or dining area, infusing a sense of timeless beauty and artistic grace into your living areas.</li>
</ul>
</div>
</div>
</div>
</section>
</section>
<section id=""shopify-section-template--24024098373947__1707733094f9ded1c0"" class=""shopify-section section"">
<div class=""page-width""></div>
</section>
</main>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,3,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/colorful-floral-art-tray.jpg?v=1745736412,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
colorful-floral-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/20_9ccd9737-b63f-4b30-98be-845632a4c34b.jpg?v=1745736412,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colorful-floral-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/calligraphy-art-tray1_e3bce3fb-6a37-4d07-9629-7b210a3c40b2.jpg?v=1745736489,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colorful-floral-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/12_920ccd99-e7df-4524-b674-f885e7668aca.jpg?v=1745736489,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acrylic-dot-art-tray,Acrylic Dot Art Tray,"<main id=""MainContent"" class=""content-for-layout focus-none"" role=""main"" tabindex=""-1"">
<section id=""shopify-section-template--24024098373947__main"" class=""shopify-section section"">
<section class=""product-popup"">
<div class=""product-popup-wrap"">
<div class=""box-keyfeatures showfirst"">
<div class=""mpi-about-product-box"">
<h5>Key Features</h5>
<ul>
<li class=""first"">Size: 6x6 inches (Deep) | 9x9 inches (Deep)</li>
<li>Material: Bernatiq or Natural Wood</li>
<li>Graceful Calligraphy Design: The tray features a graceful and intricate calligraphy design, showcasing the beauty of written art. The carefully crafted calligraphic elements add a touch of sophistication and timeless elegance to your serving collection.</li>
<li>Artistic Craftsmanship: Meticulously crafted with artistic finesse, the tray exemplifies exceptional craftsmanship. The Calligraphy Art Design Tray serves as a tribute to the art of beautiful writing, creating a visual masterpiece that resonates with those who appreciate the intricacies of calligraphy.</li>
<li>Easy to Clean: Cleaning up is effortless with the smooth surface of the round tray. Wiping and cleaning are convenient, allowing you to maintain the pristine condition of the tray for your next gathering.</li>
<li class=""last"">Functional Decor Element: Embrace the dual role of the round tray as a functional serving piece and a decor element. Display it proudly on your coffee table or dining area, infusing a sense of timeless beauty and artistic grace into your living areas.</li>
</ul>
</div>
</div>
</div>
</section>
</section>
<section id=""shopify-section-template--24024098373947__1707733094f9ded1c0"" class=""shopify-section section"">
<div class=""page-width""><br></div>
</section>
</main>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,3,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/acrylic-dot-art-tray.jpg?v=1745736344,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
acrylic-dot-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/12_920ccd99-e7df-4524-b674-f885e7668aca.jpg?v=1745736489,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acrylic-dot-art-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/calligraphy-art-tray1_e3bce3fb-6a37-4d07-9629-7b210a3c40b2.jpg?v=1745736489,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phool-art-tray,Phool Art Tray,"<main id=""MainContent"" class=""content-for-layout focus-none"" role=""main"" tabindex=""-1"">
<section id=""shopify-section-template--24024098373947__main"" class=""shopify-section section"">
<section class=""product-popup"">
<div class=""product-popup-wrap"">
<div class=""box-keyfeatures showfirst"">
<div class=""mpi-about-product-box"">
<h5>Key Features</h5>
<ul>
<li class=""first"">Size: 6x6 inches (Deep) | 9x9 inches (Deep)</li>
<li>Material: Bernatiq or Natural Wood</li>
<li>Graceful Calligraphy Design: The tray features a graceful and intricate calligraphy design, showcasing the beauty of written art. The carefully crafted calligraphic elements add a touch of sophistication and timeless elegance to your serving collection.</li>
<li>Artistic Craftsmanship: Meticulously crafted with artistic finesse, the tray exemplifies exceptional craftsmanship. The Calligraphy Art Design Tray serves as a tribute to the art of beautiful writing, creating a visual masterpiece that resonates with those who appreciate the intricacies of calligraphy.</li>
<li>Easy to Clean: Cleaning up is effortless with the smooth surface of the round tray. Wiping and cleaning are convenient, allowing you to maintain the pristine condition of the tray for your next gathering.</li>
<li class=""last"">Functional Decor Element: Embrace the dual role of the round tray as a functional serving piece and a decor element. Display it proudly on your coffee table or dining area, infusing a sense of timeless beauty and artistic grace into your living areas.</li>
</ul>
</div>
</div>
</div>
</section>
</section>
<section id=""shopify-section-template--24024098373947__1707733094f9ded1c0"" class=""shopify-section section"">
<div class=""page-width""></div>
</section>
</main>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,3,deny,manual,2000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/phool-art-tray_c5b584c8-d37a-4f54-9707-75281f565922.jpg?v=1745736271,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
